"id","home","work","commute","mean_calls","std_calls"
1617,360810775003003,360811291031003,2,87,18
1618,360470327002002,360810475002002,115,99,17
1619,360610137001000,360050002001000,579,95,99
1620,360610016005000,360610061001003,82,7,46
1621,360470181003000,360610083002001,23,30,62
1622,360050073001001,360470405002000,18,5,83
1623,360470261004001,360050376001000,22,72,19
1624,360470589001006,360610065003002,6,29,91
1625,360471130003001,360470392001001,0,25,78
1626,360811435002004,360470365011002,0,4,90
1627,360610212003000,360810334023000,84,36,86
1628,360470527005000,360470547002001,18,42,75
1629,360811205001011,360810120002002,9,88,23
1630,360610156013001,360050133001000,219,80,38
1631,360810180001002,360050118001003,0,60,90
1632,360850169012011,360610175004000,0,9,82
1633,360470270001001,360810641011001,7,59,2
1634,360610309002000,360610167002001,8,92,57
1635,360470890005001,360470036002000,37,75,19
1636,360850151002006,360810585003002,1,97,39
1637,360050273002002,360050283002003,21,26,56
1638,360610040003001,360470030002000,146,78,28
1639,360810481003000,360811163005001,14,17,17
1640,360610199003000,360471098001003,63,91,28
1641,360050293023003,360810627002000,14,42,58
1642,360850291044020,360610126006000,20,69,86
1643,360810334021001,360610212001001,7,99,92
1644,360470782001001,360050283001008,0,34,49
1645,360610044001000,360610042001001,67,58,64
1646,360470752001002,360810595003001,3,29,63
1647,360470782001004,360610207011001,0,80,74
1648,360810116001003,360610285003001,20,46,94
1649,360050267021001,360050231001004,2,28,100
1650,360850141001006,360810189002000,0,39,4
1651,360470261001001,360470108003000,3,19,1
1652,360850017001001,360050396002002,40,95,92
1653,360811467002000,360470662001000,9,9,74
1654,360810769012004,360470365011000,51,95,4
1655,360470151002000,360810267003007,96,35,93
1656,360610275001004,360470994001008,15,57,75
1657,360470168001000,360050348003001,0,26,34
1658,360610126001000,360610062001001,268,83,76
1659,360810243001014,360810245001002,2,48,2
1660,360470161003007,360470183001001,49,1,35
1661,360470085002001,360470317021000,0,47,34
1662,360610181005000,360810033001006,121,50,60
1663,360470486002000,360850151005000,60,25,93
1664,360810553002001,360470084002003,73,93,96
1665,360470736002003,360850156022006,9,42,95
1666,360610235014001,360471522003001,14,9,52
1667,360470333002000,360610099001041,22,74,89
1668,360470878001000,360610010021003,8,38,3
1669,360470636001000,360470512002000,6,32,11
1670,360470501002001,360470900002001,8,36,16
1671,360610238011009,360810181023000,95,21,69
1672,360610132002001,360471502003013,136,79,1
1673,360610180003000,360810513002005,61,30,81
1674,360610142005001,360050421005000,109,55,74
1675,360610186001004,360810249001000,22,13,100
1676,360470529002002,360470180002002,32,17,3
1677,360050436002000,360810061003001,34,84,88
1678,360610077002002,360610156012000,117,53,100
1679,360470514003000,360470816002003,12,56,58
1680,360470116001000,360810134001001,35,87,10
1681,360470706002013,360050302005003,4,73,48
1682,360050083006000,360610225005000,39,100,80
1683,360470259011000,360050302006001,25,19,73
1684,360610075002002,360610241002000,42,71,51
1685,360610127004001,360610265001000,52,41,41
1686,360810713042000,360610139006000,12,28,52
1687,360810409002001,360610137001000,4,92,49
1688,360050223004001,360470360011000,71,4,75
1689,360810061001000,360470076001002,59,60,15
1690,360470542002001,360610287001016,26,57,96
1691,360470746001003,360050040011003,13,36,30
1692,360610112021000,360050197001001,2041,33,61
1693,360470432002000,360850146041008,88,62,79
1694,360470132001001,360610235021003,28,19,28
1695,360470128011002,360470201002001,8,66,95
1696,360610200001000,360811017005000,13,29,84
1697,360850213005002,360050425007001,0,20,21
1698,360850244013014,360850075001005,0,46,71
1699,360810187001000,360470438002002,3,48,80
1700,360050264002005,360610181002000,7,41,87
1701,360850133011000,360811267003000,8,4,16
1702,360610291002000,360050361001000,123,46,43
1703,360050415005000,360470157004000,2,61,15
1704,360810251003000,360470013001006,3,29,86
1705,360810194001005,360610006001001,0,8,22
1706,360050089002002,360050237042001,37,94,31
1707,360810251004001,360810240001003,11,11,79
1708,360050281001001,360810998011007,86,33,14
1709,360470394001000,360610253006001,40,83,53
1710,360470267003000,360470610022005,1,87,40
1711,360810262001001,360610139004000,0,11,31
1712,360471142022002,360050213023000,2,13,35
1713,360850029003009,360470131002000,0,77,92
1714,360850007003001,360470564002000,4,48,30
1715,360050264001007,360610199006001,8,57,36
1716,360811463002002,360850303021007,45,43,56
1717,360050231001006,360610177003000,23,4,8
1718,360470388001000,360470178001000,1,8,65
1719,360050249001000,360470102002000,88,94,77
1720,360810405001000,360050295004002,55,11,72
1721,360810551002001,360050266021000,83,88,42
1722,360050175002000,360811347004002,2,57,53
1723,360050175001001,360610157003000,0,64,59
1724,360050065004003,360610189002002,1863,34,67
1725,360470117003002,360810180001003,38,81,94
1726,360610106011000,360050449012001,187,47,62
1727,360050403033001,360050398001001,5,47,9
1728,360810334023000,360470075003002,9,73,86
1729,360810721003000,360470220003000,9,50,46
1730,360810549001002,360470381002000,8,58,6
1731,360471188003001,360050462017001,20,61,92
1732,360470184001000,360470171002002,4,62,13
1733,360470994001012,360810693001001,2,57,37
1734,360610132001000,360050281001001,142,71,3
1735,360470023002000,360610138001000,2,69,28
1736,360810053001000,360050390001001,1,40,74
1737,360811033003004,360610048001000,0,20,57
1738,360470272003000,360470345001001,1,47,72
1739,360610161001002,360470580001000,13,19,50
1740,360470798022003,360810987002008,30,38,62
1741,360471174002000,360610229004001,8,29,8
1742,360810443022003,360470738001002,2,35,23
1743,360470662001003,360610232003001,17,56,62
1744,360810105002001,360470571003001,31,33,4
1745,360050123002001,360470383004000,2,36,90
1746,360470199003001,360810254003001,283,54,54
1747,360470776002002,360050177022001,101,62,74
1748,360810589001004,360470377004002,9,37,79
1749,360610112032001,360610273003000,1807,29,16
1750,360810253013000,360471168002003,123,86,84
1751,360610049001001,360470349004001,294,77,91
1752,360470078004000,360610218004002,8,54,73
1753,360050335003001,360470900001001,6,15,87
1754,360811008022013,360811072011046,8,8,96
1755,360811010021013,360470730001006,0,58,67
1756,360470888003003,360811199001006,67,93,5
1757,360050444004001,360471118002002,0,31,87
1758,360610039001017,360470408003001,29,67,54
1759,360811257002007,360470532002003,2,40,5
1760,360810159002001,360810919001005,3,47,73
1761,360471028001001,360470970002001,0,44,84
1762,360470856002002,360811409011007,0,52,72
1763,360470450001006,360050189004000,222,70,24
1764,360470366003001,360050227012002,27,13,98
1765,360470530002001,360610167001000,8,100,82
1766,360610066009000,360610263001004,54,46,90
1767,360470329002000,360810610001013,8,81,62
1768,360811008022013,360050430001004,8,61,92
1769,360810562001004,360050212005000,0,31,53
1770,360471196004000,360810929001005,4,4,29
1771,360470143002002,360810942021024,78,87,97
1772,360810024001002,360810788002004,1,66,79
1773,360610066009000,360470355003002,54,53,86
1774,360610228004001,360470335003003,0,83,10
1775,360850146061008,360470305003001,1,13,88
1776,360810922002004,360470954002001,0,41,85
1777,360810108001000,360470570001003,19,70,2
1778,360050020006002,360470900004000,0,93,72
1779,360810353001001,360471182012000,17,63,47
1780,360850008001010,360470970002001,0,28,13
1781,360470043004005,360050071002002,73,48,90
1782,360471118001004,360050197005000,1,24,42
1783,360470092002001,360050162002000,36,59,71
1784,360810612001007,360470482002002,0,15,91
1785,360810479003001,360850231001015,55,88,77
1786,360610229001001,360050063003001,50,97,94
1787,360470094002002,360050025005002,53,16,54
1788,360050235013000,360610132003000,3,96,35
1789,360470255001000,360470772002000,5,15,82
1790,360470060001000,360810797012000,113,53,36
1791,360810105002001,360810402002003,31,81,25
1792,360850197002010,360470120001012,0,93,30
1793,360610126003000,360050230002001,146,77,8
1794,360050121011000,360610216002000,17,97,40
1795,360610040005001,360470198002000,604,70,34
1796,360850273012016,360810942022022,0,12,5
1797,360811377002002,360050202001004,2,8,12
1798,360811157001000,360470096003000,0,37,95
1799,360810603001002,360470802003001,0,13,46
1800,360470401001001,360050358004000,2,41,57
1801,360810091001000,360810022002003,13,68,18
1802,360050516001000,360810530002007,41,35,57
1803,360610134004000,360610072004001,314,91,23
1804,360610224004000,360470806002002,10,87,75
1805,360471184003001,360810124001001,0,94,77
1806,360470071003000,360850067002000,0,12,10
1807,360610039002001,360610317032005,4241,51,77
1808,360470217002000,360610152002001,42,18,6
1809,360470005012001,360050261001000,77,25,8
1810,360470112004000,360811377003013,9,60,59
1811,360470593001005,360470720001009,14,13,43
1812,360610079002002,360050462013002,53,76,98
1813,360610081001001,360470720001003,274,74,50
1814,360810190002003,360810846021016,0,72,96
1815,360810381003006,360470485002008,1,4,38
1816,360810448001006,360850122004011,38,14,29
1817,360470533001000,360810361002004,32,28,67
1818,360050224043000,360470293002000,12,21,28
1819,360470477001009,360810493022014,5,11,19
1820,360610189004000,360050283001003,37,58,55
1821,360470500002005,360470163003000,13,46,36
1822,360610108001001,360470092001001,97,48,19
1823,360470542001000,360810703001001,12,99,43
1824,360050211003001,360050413006001,16,10,22
1825,360810214001000,360470792001001,73,29,40
1826,360610170005000,360810004002003,55,27,77
1827,360810351001002,360610091001002,2,68,14
1828,360810564001001,360610201024000,14,20,22
1829,360050391001003,360470333002001,11,73,37
1830,360850291044018,360610036011001,59,10,56
1831,360471120002003,360810665013001,9,81,67
1832,360050374003000,360470401003001,0,83,11
1833,360470513003007,360810014002001,14,95,37
1834,360470265003001,360050193003000,131,78,77
1835,360811017004001,360810138002005,32,72,41
1836,360610086011012,360470674002000,65,58,17
1837,360050300005001,360850132043000,3,59,28
1838,360610134004000,360470906003000,314,23,37
1839,360850170072007,360470480002001,2,18,48
1840,360050368002000,360470460002001,0,94,87
1841,360610129002006,360050458002000,183,18,61
1842,360471124003002,360610073006000,3,50,17
1843,360610139007000,360050050012000,1018,59,67
1844,360811133002008,360470169004000,10,23,19
1845,360470394001000,360470546002001,40,12,94
1846,360470283003001,360470162001000,33,67,14
1847,360610151001000,360050307014002,33,20,85
1848,360610140001000,360610152003000,176,54,93
1849,360610036021000,360610225002001,79,32,4
1850,360470190002001,360471182012000,65,44,46
1851,360050227011000,360050382002001,24,15,58
1852,360050044003002,360610031001011,134,67,55
1853,360810585002002,360470207001001,6,76,7
1854,360610287003001,360850213001006,46,63,97
1855,360610228001000,360470724002006,11,95,37
1856,360050310002014,360810600001006,0,42,97
1857,360810443022004,360050001001000,3,6,92
1858,360610158013000,360610146014000,84,69,64
1859,360470610022002,360471146001005,78,69,77
1860,360610253003001,360610184001002,64,36,6
1861,360610007001020,360470354002000,86,80,53
1862,360050227012002,360610138004000,1,37,43
1863,360610148023000,360050382001001,334,22,51
1864,360610317031001,360470317012000,2877,31,9
1865,360610041001002,360810972042009,107,83,26
1866,360810038001005,360470511002003,16,75,24
1867,360471502001002,360470632001002,5,26,79
1868,360850251001009,360470365021000,7,61,99
1869,360810463001002,360610137001000,0,39,19
1870,360470159001006,360050052002000,48,39,45
1871,360810212001006,360610146012000,12,38,38
1872,360810158023003,360050002001000,55,95,69
1873,360470356022000,360850146071007,24,29,37
1874,360050251001002,360610153004001,2,15,68
1875,360810473003000,360470101002000,35,68,95
1876,360610152002000,360810991002001,47,82,54
1877,360810279003001,360470508031001,55,95,97
1878,360050164001001,360470215004000,0,17,5
1879,360470508012001,360050418004000,42,36,89
1880,360470531002003,360050064001003,25,73,95
1881,360810019001064,360470502021001,37,55,75
1882,360050127011003,360470610045001,97,63,82
1883,360810140002002,360811529024001,3,20,44
1884,360810381003004,360610136001000,0,58,79
1885,360610279004000,360810154001000,29,67,16
1886,360610120004005,360850226004008,228,77,11
1887,360610081002001,360050221021001,279,75,45
1888,360050411002000,360610238011009,50,47,54
1889,360850303023004,360050302005001,1,6,87
1890,360470511002002,360610198001008,66,35,19
1891,360470501001002,360810261002001,1,13,33
1892,360610245003000,360810136001000,22,55,42
1893,360610041002001,360470281003000,294,92,95
1894,360050167002005,360470552002001,0,93,33
1895,360470068001000,360610072002000,57,9,73
1896,360050074002001,360471146001002,15,92,88
1897,360610127003000,360610169005000,282,2,63
1898,360811207002012,360470333002001,0,17,16
1899,360050155001000,360810713062002,11,31,60
1900,360810857002001,360050314001001,87,21,15
1901,360810243004013,360610086012003,5,15,17
1902,360050083003000,360050307012000,9,13,77
1903,360470910002000,360050288004000,0,42,47
1904,360810635001005,360470102003001,0,93,13
1905,360850244022027,360050027023001,5,70,20
1906,360470555001007,360610187005001,103,98,3
1907,360610255002001,360470828002000,0,19,11
1908,360610138003000,360610118002001,251,98,5
1909,360470329002001,360470890003000,7,58,64
1910,360050239003000,360470404001002,2,89,84
1911,360050399025000,360610293004000,92,10,49
1912,360050028001009,360811507022008,16,4,40
1913,360470370001001,360610064003000,7,68,17
1914,360050052002000,360050225006000,14,99,56
1915,360050051003000,360050451012004,0,7,8
1916,360610205002000,360470277002001,108,37,15
1917,360810797021002,360810492001009,23,68,69
1918,360810591002001,360810415001006,14,55,45
1919,360810099001002,360470311003000,3,80,86
1920,360470542001002,360050210015000,32,96,18
1921,360610032004000,360470512004000,48,48,74
1922,360470836002000,360610218003000,12,58,64
1923,360050289002000,360470191003008,92,49,19
1924,360470692001003,360850177002008,0,90,99
1925,360470558002001,360610295004002,159,4,82
1926,360050328001003,360811579034003,74,66,4
1927,360050332012000,360850008001008,22,11,28
1928,360470256002002,360810524002003,5,95,83
1929,360810330001012,360470090001002,0,89,15
1930,360470493002000,360810293001006,4,19,93
1931,360810117002001,360470307001000,25,70,14
1932,360050364001000,360470166002006,0,43,57
1933,360610161002000,360810168001000,342,34,75
1934,360850040004001,360610163003001,0,88,37
1935,360050431006000,360610030021001,39,100,11
1936,360610211002000,360610048001000,84,20,3
1937,360050241004000,360810062011000,7,89,33
1938,360610210002002,360810008002005,1,19,53
1939,360610038001002,360471182012000,175,36,13
1940,360810399003002,360850151003005,2,95,31
1941,360470600003006,360470429002000,16,41,85
1942,360810334024000,360610188002001,97,34,82
1943,360050421001002,360610153007000,0,12,39
1944,360050255001000,360610104001000,108,53,63
1945,360810075002000,360050210015000,231,19,77
1946,360470373003000,360850170123011,2,51,51
1947,360470462011000,360811163004001,39,10,97
1948,360610155004000,360470056021003,138,75,61
1949,360610007001009,360470628002031,334,28,14
1950,360470520001004,360610021002002,9,44,91
1951,360810592001016,360810181023000,0,18,95
1952,360850247002001,360470235001003,4,79,58
1953,360850208014005,360050266023003,31,70,51
1954,360810613012001,360050231001005,1085,59,9
1955,360610191004001,360610077003006,61,34,77
1956,360050370001001,360050173004000,7,97,78
1957,360470556002000,360471168002005,39,100,77
1958,360050185001000,360810507002004,39,5,27
1959,360610115001000,360470192001000,2263,52,27
1960,360810185013001,360810737002002,8,24,49
1961,360811085002005,360471162003000,11,54,60
1962,360610139001000,360470133002000,113,50,39
1963,360470569002001,360470201004001,44,53,65
1964,360050371003002,360470314002012,0,49,47
1965,360850187012005,360050224031002,0,60,46
1966,360810069001001,360850036001008,62,38,1
1967,360810814003000,360470278001003,4,83,48
1968,360810202001002,360810721002001,0,33,88
1969,360470988002002,360610238011008,3,49,86
1970,360470724001000,360050092003002,3,63,64
1971,360810137001000,360470220001000,106,4,36
1972,360810618002001,360610223014000,0,40,18
1973,360610130004001,360850170102001,317,14,58
1974,360810627001005,360050356001000,0,23,67
1975,360610238011009,360610162001000,95,83,74
1976,360810062027001,360050079005000,0,92,69
1977,360050388001002,360050020002002,0,40,24
1978,360470986001003,360050403021001,0,32,91
1979,360050141001007,360050425002000,0,51,34
1980,360470413002001,360610087004000,3,51,35
1981,360810942011014,360810095002000,22,2,11
1982,360470509002002,360810053001000,56,20,60
1983,360470412002003,360050204003002,681,99,15
1984,360810142022000,360050458004001,0,5,32
1985,360050323004002,360610199002001,1,74,83
1986,360470510021001,360810057001001,35,74,24
1987,360470482001002,360811347005005,15,77,3
1988,360610086012003,360470742001005,39,22,84
1989,360810779023003,360470820003000,3,1,24
1990,360470210001002,360850176002016,13,64,57
1991,360810280001005,360610295003001,0,40,55
1992,360610277002001,360610146014000,49,39,60
1993,360050206012005,360050267021001,0,90,53
1994,360810840001001,360050361005002,16,31,2
1995,360610135001001,360470510012002,11,21,71
1996,360610056003000,360470866002002,1106,47,1
1997,360810459002002,360050215022001,3,3,62
1998,360810683001000,360811129001006,9,27,66
1999,360050197003001,360610140004000,33,16,57
2000,360811215002007,360470363001003,0,33,37
2001,360810454001004,360810613012001,70,3,73
2002,360811241001001,360050274014013,0,93,29
2003,360050039005001,360470296003001,55,74,19
2004,360610228004000,360610089002001,411,86,95
2005,360610025001000,360050090005000,128,88,47
2006,360470192001000,360610167002001,26,12,90
2007,360810650002002,360470550001002,0,65,16
2008,360850170122014,360050318001004,0,77,57
2009,360470415001000,360610137003001,0,20,57
2010,360610118001000,360470588002000,128,66,12
2011,360470236001002,360850244022028,46,55,49
2012,360850077001002,360610155002000,0,60,31
2013,360610189006000,360610126001002,59,46,67
2014,360610179006000,360471118002003,52,30,12
2015,360811409021003,360470610022000,0,35,99
2016,360050403021001,360470490001001,9,59,92
2017,360050394001000,360850151003008,5,21,48
2018,360610283003002,360471182021001,46,61,33
2019,360050141003002,360470538002002,90,65,38
2020,360610241002000,360470642002004,27,35,81
2021,360610052002005,360610189004000,1261,4,62
2022,360810134001001,360470067001000,7,26,98
2023,360470005012000,360470213002004,25,21,47
2024,360610170005000,360470519001011,55,22,98
2025,360810169001001,360810309022003,12,99,25
2026,360610120001001,360470066003000,127,96,36
2027,360050121021005,360470954003001,28,37,19
2028,360610309001001,360470063001001,16,78,86
2029,360610175006000,360810001001005,121,73,36
2030,360610044003001,360810263003002,10,67,100
2031,360811579034004,360610087005000,0,56,27
2032,360610201011001,360810861001000,23,79,94
2033,360050223001000,360810376003009,20,66,26
2034,360470860002002,360810892006000,0,47,34
2035,360810713044001,360470229004002,21,99,1
2036,360610155003000,360850121002008,20,98,7
2037,360470505003001,360470023003000,6,83,98
2038,360470134002002,360470031001001,83,33,84
2039,360050210022000,360050073002001,10,72,73
2040,360810099001002,360810916013023,3,53,67
2041,360810838004002,360470850001006,1,60,59
2042,360470944021000,360610245001000,0,52,46
2043,360610245002000,360810680003000,115,54,43
2044,360811039001002,360811215003001,0,79,63
2045,360470798021000,360050210011000,8,60,29
2046,360810373002005,360471104003003,93,51,26
2047,360810779081004,360610068003000,21,68,54
2048,360610146022000,360610140005000,251,85,94
2049,360470315001000,360610048002000,28,88,53
2050,360470508012000,360470112003000,141,49,85
2051,360610068003001,360050050011000,423,67,42
2052,360470670001000,360610201021001,0,26,47
2053,360850070001011,360850213005000,1,33,36
2054,360470692001004,360470294001001,1,26,79
2055,360610293002000,360610010023004,50,30,13
2056,360470636001001,360050232001001,0,99,37
2057,360470796011001,360470545005000,6,1,4
2058,360470283001001,360610029001002,1,30,59
2059,360470918001004,360810471002003,0,36,27
2060,360610061003000,360470041001003,421,22,7
2061,360050394002001,360610155006000,15,2,96
2062,360810849001001,360050409002000,48,28,82
2063,360811551025000,360810254003001,1,29,35
2064,360470433001002,360471158001001,0,9,35
2065,360810577002001,360810158022003,146,49,29
2066,360470381004001,360850132031003,6,2,3
2067,360050135001000,360811181002001,7,14,87
2068,360050429011004,360470336003007,2,25,82
2069,360610146014000,360470557002010,175,6,84
2070,360470023002000,360471174002001,2,62,14
2071,360050245023000,360050130001007,29,96,44
2072,360810992002019,360050348002000,0,48,7
2073,360470824003004,360610090001001,26,72,39
2074,360470210003002,360850177001007,18,28,66
2075,360811377002002,360810351002001,2,21,44
2076,360810044011012,360810134003000,0,22,99
2077,360470510011000,360610155006000,10,64,86
2078,360610095002000,360470429001001,2334,3,92
2079,360610225005001,360810629002005,12,74,66
2080,360470514003000,360470996002002,12,77,2
2081,360470730001004,360610054003000,22,8,7
2082,360470460001000,360810327002000,8,11,87
2083,360470533002000,360470964001005,74,22,14
2084,360050118001002,360470251002000,0,92,82
2085,360610106023000,360610101001007,7,67,1
2086,360610020002001,360050328004001,0,35,16
2087,360810081001007,360610179007000,41,18,23
2088,360470354002000,360470594023001,438,99,31
2089,360470554002000,360810141001001,96,3,31
2090,360610167005001,360610077004002,156,63,48
2091,360470970001004,360811579024006,32,37,22
2092,360470190001002,360050273004000,30,78,59
2093,360470129012000,360850291042000,56,2,54
2094,360471058043000,360050144002001,689,48,89
2095,360050252001003,360610076001001,8,1,95
2096,360050184003001,360610214001003,3,78,1
2097,360470491001002,360610115002003,1,77,45
2098,360850128051021,360810032001003,0,48,89
2099,360050083004001,360610071004003,33,99,73
2100,360470692001003,360050115023003,0,75,46
2101,360610108003000,360810102002005,270,82,87
2102,360470136003001,360610174011002,61,17,88
2103,360610044001000,360811207002007,67,56,29
2104,360810864002002,360470508042001,8,92,53
2105,360810613014002,360610037003009,71,34,83
2106,360610295004002,360610075002002,84,92,85
2107,360810863001001,360050062003000,0,93,43
2108,360811199001004,360850208033011,0,81,7
2109,360470005012000,360470608001032,25,100,8
2110,360050189002001,360810556002004,7,71,29
2111,360610213034001,360810580002010,10,7,29
2112,360610095002003,360050079006000,730,60,13
2113,360850151002001,360470593002002,0,43,98
2114,360810703002000,360610146024000,2,10,16
2115,360810083002007,360610228003001,7,1,81
2116,360470129022001,360050407024002,191,89,88
2117,360610191002000,360810264001005,39,82,75
2118,360470317023000,360810141002007,69,30,80
2119,360810367001001,360610098006001,0,54,95
2120,360850170082005,360470497002002,0,42,30
2121,360810287003000,360470958002001,34,93,54
2122,360811155002001,360470356022000,36,53,20
2123,360050067005000,360050210015000,14,95,69
2124,360471174002000,360810865002001,8,71,5
2125,360850020021018,360850008003005,101,64,5
2126,360050157001006,360610279005000,3,23,96
2127,360810528001013,360810557001002,13,17,71
2128,360050422002001,360470054001001,19,39,91
2129,360050061001000,360610048006000,1525,29,46
2130,360470480002000,360810309032005,54,98,27
2131,360470084002003,360470527006001,11,62,49
2132,360470510023000,360470171001000,12,37,55
2133,360610029003003,360811215002002,496,20,26
2134,360470078003001,360470516022000,64,61,77
2135,360471132002004,360470263001003,0,31,80
2136,360610078006001,360470022003000,20,23,29
2137,360050155001000,360810446021004,11,4,88
2138,360810525002000,360470571001001,1,27,9
2139,360050348004005,360470361002003,0,47,72
2140,360050215011000,360470054003000,89,80,52
2141,360610042002001,360050225003000,91,48,99
2142,360810478001000,360470436001001,162,89,21
2143,360470131001000,360470096003001,16,48,10
2144,360811429003001,360470776002002,5,60,75
2145,360050462016001,360850121003008,0,38,80
2146,360810677002003,360470864002003,4,18,46
2147,360610032001001,360810024001002,277,79,35
2148,360610283003001,360610050005000,7,28,5
2149,360610279005001,360810589001000,52,13,74
2150,360050177023000,360850177002000,5,60,95
2151,360470195003001,360471018001001,228,27,47
2152,360810091001000,360810884008007,13,71,29
2153,360610064003000,360470379003000,289,27,5
2154,360610066003000,360610247002000,80,95,5
2155,360470441003000,360610225005001,2,94,90
2156,360610281002001,360810884006012,157,54,1
2157,360050161002002,360470670001005,3,80,34
2158,360050184004008,360470986002000,0,20,86
2159,360810656002001,360810884007000,0,26,68
2160,360470776003003,360610022014001,0,15,24
2161,360610191004001,360050408002002,61,92,66
2162,360810283005000,360610121004001,24,100,44
2163,360811047003002,360470594016002,0,41,27
2164,360610185002000,360610223021000,615,43,16
2165,360610113001011,360610177003001,2209,35,75
2166,360470826001000,360050336002002,5,46,80
2167,360850187012003,360470136003000,22,61,6
2168,360470403001005,360810493012003,8,62,75
2169,360810446022000,360610146011000,108,13,33
2170,360810098001000,360470892003001,32,64,19
2171,360811047004002,360470270001002,16,32,57
2172,360810929001005,360050254001004,17,42,73
2173,360810591001001,360470224004000,24,42,7
2174,360470511003002,360610153003001,0,88,10
2175,360470818001001,360610207011000,23,69,20
2176,360850291033005,360610253001000,14,93,69
2177,360470178001001,360610154001000,32,44,44
2178,360471176012001,360470234002000,4,39,47
2179,360050365013001,360470304001001,59,44,50
2180,360610213032002,360050428002003,276,64,37
2181,360811291043000,360810261002001,5,13,24
2182,360050210027001,360470696012004,6,56,64
2183,360810502011007,360470525001011,0,92,69
2184,360050330001002,360610159007000,87,46,57
2185,360050251003000,360811189002002,216,45,14
2186,360470554002000,360610196001001,96,19,16
2187,360810657032000,360470544002000,10,10,12
2188,360810499003012,360470958001001,0,12,64
2189,360610199005000,360610255001010,140,18,72
2190,360810143002001,360610006001001,122,69,71
2191,360471120001005,360050393001001,10,97,34
2192,360810814002001,360470504003005,27,98,65
2193,360470514003001,360811159003001,7,80,49
2194,360050141002000,360810500002000,30,5,11
2195,360810790002006,360810291004000,0,97,67
2196,360471214002001,360050360003008,0,52,70
2197,360850303012004,360470798023000,5,31,56
2198,360850138002020,360610170004000,0,67,98
2199,360470323003003,360470760003000,48,5,10
2200,360471126001002,360811579031006,2,7,2
2201,360850097002010,360470658002002,0,36,3
2202,360850170072002,360810157001001,5,80,81
2203,360470435002002,360050405023001,9,82,97
2204,360470003014004,360610015011013,58,70,44
2205,360810560002002,360050039004000,2,10,59
2206,360470516021000,360810627001007,16,88,73
2207,360610317044001,360470442002001,173,30,83
2208,360610087001000,360810992001005,836,27,4
2209,360470349003001,360811301004001,12,67,45
2210,360810054004005,360810697023005,0,80,56
2211,360470784002001,360470513003008,0,47,83
2212,360470409001001,360470142003000,2,94,95
2213,360610032003001,360610093005000,50,98,72
2214,360610199003000,360610175003000,63,100,32
2215,360810069002001,360810132002002,27,97,70
2216,360810317004013,360470106003000,28,67,34
2217,360810309041011,360610002023000,0,36,63
2218,360810618002007,360850239001007,0,24,98
2219,360610010023004,360470575002000,78,100,34
2220,360470204002003,360470228003000,2,52,21
2221,360470519001009,360811163005000,14,65,44
2222,360810309025001,360470116003001,28,34,25
2223,360610148025000,360050147011001,250,27,20
2224,360610054002000,360811085001002,401,78,43
2225,360610132002001,360810928002013,136,87,69
2226,360610236004001,360470075002003,51,52,67
2227,360610082003000,360470501001003,91,58,30
2228,360470822003000,360050394003000,240,51,68
2229,360050287003001,360470176002001,59,9,75
2230,360810630001006,360470182001000,4,79,25
2231,360050051003000,360610173002000,0,84,91
2232,360810633011005,360610179001000,16,2,97
2233,360610135001010,360811579032004,32,22,100
2234,360470443004000,360610231002002,18,55,50
2235,360470343003001,360810111001002,5,72,6
2236,360050155001000,360610138004000,11,2,61
2237,360610144025000,360610121004001,103,10,78
2238,360050337003005,360470628004029,17,3,90
2239,360810269022003,360050393002000,44,74,27
2240,360610253001001,360810591004002,31,79,11
2241,360470484003001,360810547001002,27,4,8
2242,360470387001003,360810556001002,15,7,58
2243,360610150012000,360050419006000,259,14,94
2244,360810339001002,360610040006000,5,91,92
2245,360470056011002,360050383023001,0,51,19
2246,360810593001003,360050222004001,0,80,73
2247,360810506002000,360810458001000,20,31,26
2248,360470572002000,360810601001002,0,40,40
2249,360470330001000,360470728001004,42,39,67
2250,360050425002000,360470413001000,67,31,29
2251,360610129002006,360470371001000,183,11,63
2252,360050319001000,360610136004000,258,49,78
2253,360610221022006,360610247002000,50,84,66
2254,360470044001008,360050243001001,4,58,58
2255,360470290003003,360810992001001,107,83,54
2256,360610106022000,360610149005000,17,50,26
2257,360470110002001,360610193001001,42,69,60
2258,360050385003005,360610238022002,5,38,60
2259,360050042002000,360810845002000,11,19,1
2260,360811291031002,360811267002003,1,99,1
2261,360810713052001,360610238011009,14,10,23
2262,360850047001001,360470155003001,435,99,78
2263,360470329001001,360050348004005,9,19,21
2264,360470127003000,360810991002000,12,17,79
2265,360850303022001,360610211003000,0,25,48
2266,360470734002001,360810467002001,23,81,96
2267,360850105001002,360610220003000,55,15,22
2268,360470443003001,360470856002001,25,67,55
2269,360610317032005,360850177003012,112,94,43
2270,360810269021000,360810284001006,36,55,84
2271,360610197021002,360610148023001,33,63,66
2272,360050213024000,360610080001003,4,23,36
2273,360610088002001,360810595004007,63,84,88
2274,360050169001000,360470900004001,11,91,60
2275,360610295004001,360470219002000,23,78,11
2276,360050181022001,360610189005000,3,72,8
2277,360610253003000,360471156004003,14,24,24
2278,360470379003003,360470410002001,3,59,6
2279,360050379002000,360810626002005,10,90,3
2280,360050407023000,360470526003002,30,52,84
2281,360610070003000,360810500002002,237,96,60
